id,Course,Year,Company_Name,Postal_Code,City,Country,Subject,Pay_Details,Student_id
,ING1,2014/2015,SAS OCEALIS,92800,PUTEAUX,FRANCE,"Analyse et programmation de site web. Analyse de site web, production d'un cahier des charges dans le but de la cration d'un site internet de ventre pour l'entreprise, dbut de programmation du site.",508.2,60823862
,ING1,2014/2015,HAVAS MEDIA,92800,PUTEAUX,FRANCE,"Impression 3D - Modlisation et fabrication. Mise en uvre de deux imprimantes 3D - MakerBot Replicator 2X et PrintrBot Simple Metal - pour la conception d'objets de branding ou de prototypes. Les modles 3D seront obtenus selon trois procds: 1. Recherche de modles sur les places de march disponibles sur internet. 2. Conception et programmation de modles avec des logiciels comme Blender ou OpenSCAD. 3. Modlisation d'objets existants  l'aide d'un scanner 3D. Diffrents matriaux seront expriments: bois, bronze, filament souple...",508.2,47696680
,ING1,2014/2015,NETAPP FRANCE SAS,92800,92800,FRANCE,Assistant de l'quipe SE sur des missions de monitoring. Mise  jour des procdures,512.82,54446760
,ING3,2014/2015,TATA CONSULTANCY SERVICES (TCS),92800,PUTEAUX,FRANCE,Mise en place et maintenance d'un systme dcisionnel client. - Travail en quipe - Comprhension du projet BI en termes des diffrents livrables documentaires. - Participation aux actions correctives ou volutives du projet - Participation  la qualification technique des livrables - Participation aux runions d'quipe.,1200,92686875
,ING3,2014/2015,SMARTHYS CONSULTING,92800,PUTEAUX,FRANCE,Dcouverte de l'EPM BI Oracle / Essbase-Planning,1500,25455090
,ING2,2014/2015,SAFRAN IDENTITY AND SECURITY,95520,OSNY,FRANCE,"Dveloppements JEE au cur de MORPHO Civis. Dveloppement d'outils afin d'aider  la conception et  la validation de business process: - recueil des besoins et dfinition des spcifications, - dfinition de la solution technique, pour chaque besoin slectionn, - dveloppement de ces solutions, - validation avec les utilisateurs cibles. Le tout au sein d'un quipe agile.",1100,54807474
,ING3,2014/2015,THALES TRAINING & SIMULATION - CERGY PONTOISE,95523,CERGY PONTOISE CEDEX,FRANCE,Dveloppement d'un logiciel de test d'instruments.,1250,85145976
,ING3,2014/2015,SOFTWARE PRODUCTIVITY GROUP (SPG SA),1053,TUNIS,TUNISIE,Perfectionnement et extension du modle de donnes conceptuel d'un systme de contrle de gestion d'un groupe de PME & consolidation,342,87870021
,ING1,2014/2015,LNS - LASER NETWORKING SERVICE,2045,TUNIS,TUNISIE,"Dveloppement d'un site web dynamique pour la socit LNS. - Cration et mise  jour du site Web de la socit. - Rendre futur site web agrable, optimiser son efficacit pour augmenter les ventes et transformer les visites en achats. - Accentuer le trafic du site via les moteurs de recherche, et rseaux sociaux + blog. - Bonifier la base de donnes. - Assister aux runions avec l'quipe de travail. - Participer aux activits de leves de fonds et recherche de nouveaux partenaires pour la socit. - Assumer toute autre tche connexe.",152.17,52063140
,ING1,2014/2015,ESPRIT SCHOOL OF ENGINERING,0,ARIANA,TUNISIE,Implmentation d'une solution d'interfaage pour un stockage mutualis,0,96903982
,ING3,2014/2015,PEBBLE BEACH,KT13 OTJ,WEYBRIDGE,UNITED KINGDOM,"CONTRAT DE TRAVAIL : - Investigate, design and implement solutions to problems and new feature requirements. - Setting up/ configuring test environments for use whilst developing code. - Contribute to the continuous improvement of the software. - Practices within the business. - Find report and fix defects, work with the support team to help diagnose and fix customer issues when needed.",0,52288101
,ING2,2014/2015,SEMTECH LTD,SO51 9DN,"ROMSEY, HAMPSHIRE",UNITED KINGDOM,Software Engineer Intern. Will be part of the software development team that id responsible for the deeply Embedded ToPSync (PTP timing system) and the LoRa IoT system. It is envisaged that Allan will initially be assigned to the Website development of the LoRa server. This will familiarise him with the LoRa system and expose him to the emerging technology of the LoRaWan protocol. He will mainly work using PHP & C++.,2005.35,91491463
,ING1,2014/2015,SAGEMCOM,92848,RUEIL MALMAISON CEDEX,FRANCE,Analyse Monitoring Energie Site Telecom.,1000,80669095
,ING1,2014/2015,SAGEMCOM,92848,RUEIL MALMAISON CEDEX,FRANCE,Analyse Monitoring Energie Site Telecom,1000,90688751
,ING2,2014/2015,SAGEM DEFENSE SECURITE - ERAGNY SUR OISE,95610,ERAGNY SUR OISE,FRANCE,"RAPPORT/SOUTENANCE CONFIDENTIEL: Analyse Statistique et Etablissement de Profil: Dans le cadre du SI mtier, beaucoup de demandes sont ralises par les utilisateurs. Ces demandes sont catgorises et traites. En analysant les demandes passes, tablir des profils de demande par projet/outil/cot de ralisation etc. Objectif: sur la base des analyses et des profils, tablir des ""modles prdictifs"" afin d'aider les projets dans l'tablissement de ces devis en ce qui concerne les activits rcurrentes du SI Mtier.",1100,17096272
,ING2,2014/2015,AIRBUS HELICOPTERS INC,39701,"COLUMBUS, MS",USA,Alexandre will be learning the AHI's costing and reporting responsabilities. How to interface with different levels of management and withour office in Texas. How to take input from many different dpartements and managers and integrate into a snapshot of the company. Assist in the gathering and compilation of aircraft costs. Compiling and supporting necessary reporting presented to top management. Assist in current and new process reviews for visual documentation to be utilized by finance team members across AHI.,2274.46,89948348
,ING3,2014/2015,BEARING POINT,92907,PARIS LA DEFENSE,FRANCE,Consultant stagiaire SAP et intgration SI. Vous serez form au mtier du conseil et vous vous spcialiserez sur l'une de nos thmatiques phares : - reporting de gestion - outil de simulation - projet d'intgration dans un paysage applicatif htrogne,1380,26493912
,ING3,2014/2015,BEARING POINT,92907,PARIS LA DEFENSE,FRANCE,"Consultant stagiaire SAP et Intgration SI. Au sein de la team IT Advisory, accompagn ds votre arrive par un parrain, vous vous spcialiserez sur une des thmatiques suivantes: - reporting de gestion, outils de simulation, nouvelles technologies, projets d'intgration dans un paysage applicatif htrogne (schma directeur, architecture applicative...). Vous participerez  diverses missions de: - assistance au pilotage de projets/programmes, - audit de projets et de mthodologies, - animation d'ateliers techniques et/ou fonctionnels pour identifier et collecter les besoins des utilisateurs, - ralisation des spcifications et des recettes fonctionnelles, - conception et prototypage de la solution  implmenter, - construction de reporting dcisionnel.",1380,81740761
,ING3,2014/2015,SOGESSUR,92919,PARIS LA DEFENSE CEDEX,FRANCE,CONVENTION DAUPHINE. Assistant contrle de gestion.,1400,54443888
,ING1,2014/2015,CREDIT AGRICOLE - PARIS,92920,PARIS LA DEFENSE CEDEX,FRANCE,"Donner aux utilisateurs la possibilit d'exploiter les donnes de la CMDB qui contient l'ensemble qui contient l'ensemble des composants techniques et organisationnels du systme d'information (Analyse d'impact pour les incidents et les changements, analyse financire des actifs informatiques, supervision et outils d'administration).",0,60093572
,ING3,2014/2015,CREDIT AGRICOLE CIB - LA DFENSE,92920,PARIS LA DFENSE CEDEX,FRANCE,CONVENTION DAUPHINE. Le stagiaire aura la responsabilit de projets de fond tout en ayant une interaction forte avec les membres de l'quipe. Il devra mener des projets de la conception jusqu'au dploiement avec le suivi de mise en production.,1900,87515523
,ING3,2014/2015,CREDIT AGRICOLE CIB - LA DFENSE,92920,PARIS LA DFENSE CEDEX,FRANCE,"L'objectif de ce stage est  travers la comprhension de diffrents mtiers Front Office d'harmoniser le paramtrage des transactions et ainsi de pouvoir intgrer plus facilement les outils Front Office. Activits confies: 1. Assistance  la spcification des besoins mtiers. 2. Analyse du stock et propositions d'amliorations. 3. Assistance  la restructuration de transactions. 4. Paramtrage du module de reporting transverse. 5. Dveloppements ""commando"".",1100,3905885
,ING3,2014/2015,CREDIT AGRICOLE CIB - LA DFENSE,92920,PARIS LA DFENSE CEDEX,FRANCE,CSURE 2014/2015 ING2/ING3 Optimisation des applications bureautique au sein de Middle Office Support pour amliorer les processus oprationnels de l'activit Trsorerie Change,1000,51279704
,QFRM2,2014/2015,CREDIT AGRICOLE CIB - LA DFENSE,92920,PARIS LA DFENSE CEDEX,FRANCE,"Charg de suivi d'Activit Pnl, indicateurs de risque sur les produits hybrides.",1100,34143616
,ING1,2014/2015,TRIANGLE TRAVAIL TEMPORAIRE,95802,CERGY PONTOISE CEDEX,FRANCE,Analyse et programmation,501,93120120
,ING1,2014/2015,WORLDLINE,95870,BEZONS,FRANCE,Dveloppement d'une interface graphique Back Office Montique. Rcriture d'une interface graphique en Java (Web) JEE.,650,26636474
,ING1,2014/2015,YNAMICS SARL,95870,BEZONS,FRANCE,Dveloppement d'application mobile. Autres activits ponctuelles lis aux dveloppement d'applications/maintenance de logiciels.,0,94265474
,ING1,2014/2015,HUTCHINSON LJF STILLMAN,95870,BEZONS,FRANCE,"Programmation. Site Web en HTML, Macros Excel, ERP, Silverprod",508.2,62251609
,ING2,2014/2015,WORLDLINE,95870,BEZONS,FRANCE,Solution couponing.,1200,68785583
,ING2,2014/2015,CAPGEMINI TECHNOLOGY SERVICES - TOULOUSE,31036,TOULOUSE CEDEX 1,FRANCE,"Consultant Technique SAP : dveloppement en ABAP. Participation  la conception, analyse, paramtrage, tests unitaires et fonctionnels, revues qualit",1000,43956427
,ING3,2014/2015,CAPGEMINI TECHNOLOGY SERVICES - TOULOUSE,31036,TOULOUSE CEDEX 1,FRANCE,Concepteur / Dveloppeur JAVA: - Intervention dans le cadre du dveloppement et maintenance de logiciels du domaine PLM Airbus (gestion de configuration avion) - Immersion au sein d'un quipe projet et participera  la conception et au dveloppement de nouvelles fonctionnalits - Il sera form aux mthodologies (Lean) et bonnes pratiques de dveloppement en vigueur chez Capgemini,1200,63436295
,ING3,2014/2015,CAPGEMINI TECHNOLOGY SERVICES - TOULOUSE,31036,TOULOUSE CEDEX 1,FRANCE,"Dveloppeur PHP/Symfony2/Drupal. La mission consiste  prendre part  la construction technique de projets de transformation  la fois mtier et technique autour des technologies PHP/ HTML5/CSS3/Drupal, Javascript / JQuery / JQueryUI / angular.js. Au sein des quipes Digital Transformation, intervention sur les diffrentes phases d'un projet : traduction technique des besoins fonctionnels, conception, ralisation, tests et recette, mise en production, maintenance corrective ou volutive.",1200,13270704
,ING3,2014/2015,AIRBUS - TOULOUSE,31060,TOULOUSE,FRANCE,Study and prototype a solution for modelling in teamwork mode using open source technologies (CDO),1100,60803217
,ING2,2014/2015,E-LOGIK,31100,TOULOUSE,FRANCE,Participation  la refonte du systme d'information en place et cration de nouveaux modules.,508.2,43917072
,ING2,2014/2015,PRIMONIAL INVESTMENT MANAGERS,75007,PARIS,FRANCE,"Dveloppement d'un outil de Gestion de portefeuille, de mesure de performance et de contrle des risques. Dans le cadre de la refonte du systme de gestion, le stagiaire sera amen  participer : - A l'amlioration de l'ergonomie du systme pour rpondre aux besoins des utilisateurs. - A la correction des bugs de l'application, - Au dveloppement de nouveaux modules: - Outils de suivi des risques des portefeuilles, - Contrle de la performance des portefeuilles. L'outil actuel fonctionne sous technologie VB-NET/SQL Server en complment des outils DEVExpress.",1060,35758886
,ING2,2014/2015,NETAPSYS CONSEIL,75008,PARIS,FRANCE,Dveloppement en JAVA/J2EE. Conception et modlisation technique. Rdactions de spcifications techniques. Dveloppement des modules et applications dans le respect des dlais impartis. Ralisation des tests. Rdaction des documentations techniques associes. Support et accompagnement client.,800,51142455
,ING3,2014/2015,VISEO - PARIS,75008,PARIS,FRANCE,"Consultant junior SAP EPM. Le stagiaire sera intgr  une de nos quipes chez un de nos clients pour un projet de mise en place d'une solution d'laboration budgtaire. Il participera au cycle projet et notamment aux phases suivantes: spcifications dtailles, conception, modlisation, dveloppement et tests unitaires, tests d'intgration, assistance  la recette et retours de recette, accompagnement des utilisateurs. Il sera amen  utiliser les solutions de la suite EPM de l'diteur SAP.",1200,6835065
,ING3,2014/2015,VISEO - PARIS,75008,PARIS,FRANCE,"Consultant junior SAP BW. Le stagiaire aura les missions suivantes: Conception dtaille, paramtrage, ralisation technique, tests unitaires, tests d'intgration, assistance de recette, transfert de comptences, prparation d'atelier, rdaction de compte rendu, etc...",1200,7751296
,ING3,2014/2015,IMAKUMO,75014,PARIS,FRANCE,"Implmentation du progiciel Service Now. Tches quotidiennes: ralisation de l'implmentation progiciel Service Now pour la direction du service informatique de diffrents clients. Le but de ces implmentations est de permettre une bonne application d'ITIL/Agile chez ces derniers. Environnement technologique: ServiceNow/ITIL, Agile, Java Script, HTML/PHP. Objectif pdagogique: le stagiaire devra prendre part troitement  la gestion de plusieurs projets en parallle. Il approfondira sa connaissance d'ITIL tout en apprhendant les enjeux de son implmentation chez des clients dits ""grands comptes"". De ce fait, il fera voluer son exprience relationnelle client interne, sa gestion de planning et de charge.",1200,72414199
,ING1,2014/2015,FRANCE TELEVISIONS,75015,PARIS,FRANCE,"Assistant chef de projet. Dfinition de l'expression des besoins, suivi des fabrications de projet, recette, tests de contrle qualit.",930,47002116
,CPI2,2014/2015,SYSTRA,75015,PARIS,FRANCE,"Dveloppement HTML, JS, PHP, MSSQL",508.2,24240433
,ING1,2014/2015,DILA - DIRECTION DE L'INFORMATION LGALE ET ADMINISTRATIVE,75015,PARIS,FRANCE,Application LIBRIS.,0,87219870
,ING1,2014/2015,AON FRANCE,75015,PARIS,FRANCE,"- Factures fournisseurs: accompagnement de Fabien dans le suivi des factures en retard de paiement (identification des factures, suivi avec les MGI et les services approbateurs, inventaire des raisons expliquant le retard, proposition de solution pour am",508.2,1733618
,ING1,2014/2015,CASSIOPAE,75015,PARIS,FRANCE,Dveloppement en Java. - Participer aux volutions de l'application Cassiopae (Back et/ou Front office en fonction des besoins  l'arrive de Julien) sur les nouveau projets. - Raliser les oprations de maintenance corrective. - Evolutive des comptes en production.,508.2,28320271
,ING3,2014/2015,THALES ALENIA SPACE - TOULOUSE,31100,TOULOUSE,FRANCE,"- Participation  la mise en oeuvre du nouvel MRP SAP - Elaboration d'un module de formation ""comprendre les achats de la socit""",1200,64085807
,ING3,2014/2015,CELAD,31130,BALMA,FRANCE,"Dveloppement d'une application de consultation de documentation technique en mobilit pour un oprateur de terrain dans un contexte aronautique. Il s'agit de dvelopper une application qui permet  un oprateur de terrain de consulter la documentation associe  une tche oprationnelle qu'il doit effectuer sur l'avion au sol. L'implmentation d'une interface homme-machine ergonomique adapte aux petits crans et d'une application pouvant tre embarque en mobilit sur l'oprateur sont les points principaux de ce sujet. Cette application peut avoir des contraintes de traitement d'image, de dveloppement en contexte embarqu, de dveloppement android, d'utilisation d'un moteur 3D...",1000,79519128
,ING1,2014/2015,SCLE SFE,31204,TOULOUSE CEDEX 1,FRANCE,"Cration de dissector (module complmentaire) pour le logiciel Wireshark dans le cadre du dveloppement d'un calculateur intelligent. Encadr et en collaboration avec une quipe de techniciens et d'ingnieurs, il ralisera la : rdaction de spcification, rdaction de conception, codage des logiciels allant de l'embarqu (carte de systme Linux, carte microcontrleur)  des IHM PC pour le paramtrage, la consultation et le pilotage des quipements. Rdaction des tests. Excutions des tests.",800,88286359
,ING3,2014/2015,VIVERIS - TOULOUSE,31400,TOULOUSE,FRANCE,"Evolution du produit ""BOX"" et rponse aux exigences de robustesse et de performances leves d'un oprateur TELECOM. L'objectif du stage est d'intgrer notre quipe logicielle produit ""BOX"" afin de faire voluer ce produit et rpondre ainsi aux exigences de robustesse et de performances leves d'un oprateur Tlcom. Ce stage se droule en environnement JAVA EE et RIA.",900,37138364
,ING2,2014/2015,TOTAL - PAU,64018,PAU CEDEX,FRANCE,Mise en place d'un portail interne de tlchargement de script (tel le Google Play ou l'Apple store),1000,56433293
,ING2,2014/2015,TOTAL - PAU,64018,PAU CEDEX,FRANCE,Dveloppement GIS et Cartographie Applicative. Dveloppement de widget permettant l'exploitation du suivi temps rel de ROV sur la base de golocalisation de bateaux dj en place. Objetctif : permettre aux oprationnels en mer de pouvoir identifier rapidement la disponibilit des ROVs rpondant aux caractristiques adquates. Actualisation de la cartographie applicative au primtre des applications gographiques (SIG). Objectif : assurer la cohrence des architectures et relations entre les diffrentes applications et les processus impacts.,1000,55143477
,ING3,2014/2015,TOTAL - PAU,64018,PAU CEDEX,FRANCE,"Modlisation, visualisation et algorithmie pour des grilles non structures. Conception du modle de donnes ncessaire  la construction des grilles non structures ; implmentation du modle de donnes ; construction de l'API correspondante ; dveloppement d'outils de visualisation des grilles non structures ; travail avec les utilisateurs de la recherche pour dvelopper des algorithmes sur les grilles non structures.",1250,98032161
,ING3,2014/2015,TOTAL - PAU,64018,PAU CEDEX,FRANCE,"Ingnieur AMOA. Le stage se dcomposera de la faon suivante: Assistance  les gestion de projet (10%), Aide  la planification, Mise  jour des plannings: ralis vs reste  faire. Test et validation (40%) Vous testerez l'application dveloppe pour vrifier la cohrence avec les besoins noncs dans le cahier des charges et document de spcification dtailles. Vous reporterez les anomalies/problmes techniques sur un site ddi. Etude du moteur de recherche pour amliorer le fonctionnement et analyse de donnes sur l'utilisation de l'application (30%) Paramtrage du moteur de recherche, Analyse de donnes: statistiques sur les recherches, les profils utilisateurs pour en dduire un paramtrage et une communication cible. Vrification de la bonne prise en compte et rsolution des anomalies par le prestataire AMOA: tude de besoin pour les volutions et nouvelles fonctionnalits (20%). Le portail doit prsenter des objets mtier, pour cela, vous interviendrez sur la dfinition (et la slection) des proprits intressantes  prsenter aux utilisateurs mtier. De nouvelles fonctionnalits et volutions seront prvues dans l'application. Vous aurez la charge de spcifier ces fonctionnalits.",1250,72719162
,CPI1,2014/2015,MARKET SECURITIES,75008,PARIS,FRANCE,0,1000,18579144
,ING1,2014/2015,DETROYAT ASSOCIS,75008,PARIS,FRANCE,"- Analyse des donnes financires des socits (bilan, compte de rsultats, flux de trsorerie), - Valorisation d'entreprise (DCF, multiples, transactions), - Ralisation de modles financiers, - Participation ponctuelle  l'laboration de prsentations c",1750,21000001
,ING1,2014/2015,LPCONSEILS,75008,PARIS,FRANCE,"- Aide  l'amlioration d'un outil de suivi d'OPCVM, - Utilisation & Conception d'indicateurs statistiques, - Etudes de corrlations & de pertinence. Principaux langages utiliss: MySQLi, PHP, Javascript, Librairie graphique: Flot.",1500,75405889
,ING1,2014/2015,CYBERWATCH,75008,PARIS,FRANCE,Optimisation d'une interface web. Dveloppement et optimisation de l'interface utilisateur d'une application de scurit.,0,58453969
,ING1,2014/2015,FINALTIS SA,75008,PARIS,FRANCE,"Dveloppement d'outil pour l'automatisation des processus journaliers. Le stagiaire sera en charge de la mise en place d'un ensemble d'applications qui pourront faire un appel  diffrent type de langage informatique (C#, HTML, Javascript, SQL, ...). Ces applications ont pour but d'aider les salaris de Finaltis, et plus particulirement du service Contrle des Risques et Middle Office, dans leur tche quotidienne.",600,29579316
,ING2,2014/2015,ERAMET SA,75015,PARIS,FRANCE,"Optimisation du flux Assets de ""bout en bout"" pour tous les processus qui s'appuie sur cette donne (facturation, cots de revient, leasing, reporting,...). -Documenter chaque flux Assets: DAT/DEX/plan de production. -Simuler et recetter chaque flux en configuration relle (POC: Proof of Concept) -Design et ralisation de la procdure et de l'outil de dtection des carts (carts SCCM - ITSM - AD).",804.64,12615727
,ING2,2014/2015,VENGA SAS,75015,PARIS,FRANCE,Dveloppement d'une application mobile.,0,30779908
,ING2,2014/2015,ALDEBARAN ROBOTICS,75015,PARIS,FRANCE,"Dveloppement applicatif. Sous la responsabilit du leader technique, vous participerez activement au dveloppement des applications sur la plateforme ""Nao"" et/ou ""Pepper"". En plus de la cration de ces applications vous serez amen  assurer les missions suivantes: -Assurer la maintenance applicative - Prendre en charge le dveloppement de nouvelles fonctions - Participer au dveloppement et tests - Assurer des formations ponctuelles sur le logiciel que vous utilisez pour crer des applications - Intervenir sur des shows ou des confrences o la prsence d'un robot est ncessaire - Etre capable de parler en public des technologies que l'on utilise tous les jours (cot robot ou dveloppement).",508,3058816
,ING3,2014/2015,MIAOMIAO,75015,PARIS,FRANCE,Dveloppement Android,508,79400015
,ING3,2014/2015,AMUNDI ALTERNATIVE INVESTMENTS,75015,PARIS,FRANCE,"CONVENTION DAUPHINE. Structuration de produits diversifis comprenant des actifs immobiliers. Dfinition des caractristiques de produits, Modlisation financire, Veille concurrentielle, analyse de marchs.",1900,59822690
,ING3,2014/2015,CO-ASSIST,75015,PARIS,FRANCE,Dveloppement de l'application mobile destine  retrouver des personnes ges perdues.,700,16105376
,ING3,2014/2015,AMUNDI ALTERNATIVE INVESTMENTS,75015,PARIS,FRANCE,Analyste quantitatif junior,1200,14581390
,ING3,2014/2015,VALTECH - TOULOUSE,31500,TOULOUSE,FRANCE,"Le stagiaire intgrera un environnement AGILE de type SCRUM en dveloppement OpenSource sur un projet de R&D (Google Glass, Big Data, Ralit Augmente)",700,58469666
,ING3,2014/2015,EVS TOULOUSE,31500,TOULOUSE,FRANCE,"Dploiement d'Application Web dans un Cloud. Etudier et analyser les diffrentes solutions techniques permettant de dployer des applications dans un Cloud. Vous poursuivrez par la ralisation d'une plateforme de dmonstrattion permettant d'accder aux applications hberges dans le Cloud en utilisant les interfaces adquates. Ce prototype doit tre fonctionnel et intgr aux serveurs d'application Web pour le OS/Windows/lLinux, MAC. Les rsultats de ces tudes seront formaliss dans une documentation technique dcrivant les technologies utilises pour le dploiement et la configuration des applications.",500.51,87694906
,ING2,2014/2015,PAARLY,31520,RAMONVILLE SAINT AGNE,FRANCE,"Stage ingnieur etude et dveloppement Web et Java. Dvelopper de nouveaux outils et de nouvelles fonctionnalits sur l'existant. Contribuer aux rflexions fonctionnelles et d'architecture en tant sensible aux problmatiques d'ergonomie, de performance et de simplicit.",508.2,96216710
,ING1,2014/2015,LATELEC,31670,LABEGE,FRANCE,"Evolution d'une application permettant d'effectuer des transferts automatiss de fichiers entre AIRBUS et LATELEC (ASP.NET 4.0, Silverlight 4, SQL, Service Windows).",508.2,4496315
,ING2,2014/2015,INTERACTIVE NETWORK TECHNOLOGIES (INT),64053,PAU CEDEX 9,FRANCE,"Intgration de composants HTML5 au sein d'un portail web compression par ondelettes de donnes sismiques ; Les composants gosciences d'INT offrent la possibilit d'afficher des donnes sismiques et puits au sein d'une page Web. Intgration des viewers  plusieurs portails / applications web existants comme un CMS, GoogleSheet/API, une application de type BI OSS. L'tude et la mise en place d'un change de donnes sismiques client web/serveur en s'appuyant sur un algorithme de compression par ondelettes.",850,89547779
,ING2,2014/2015,INTERACTIVE NETWORK TECHNOLOGIES (INT),64053,PAU CEDEX 9,FRANCE,"Intgration de composants HTML5 au sein d'un portail web Compression par ondelettes de donnes sismiques. Les composants gosciences d'INT offrent la possibilit d'afficher des donnes sismiques et puits au sein d'une page Web. Intgration des viewers  plusieurs portails / applications web existants comme un CMS, GoogleSheet/API, une application de type BI OSS. L'tude et la mise en place d'un change de donnes sismiques client web/serveur en s'appuyant sur un algorithme de compression par ondelettes.",850,88323962
,ING2,2014/2015,ATOS - PAU,64053,PAU CEDEX 9,FRANCE,Intgration dans l'quipe projet du SIG VigieWeb 2. Mise en place des platformes sur site Atos ; Chargement des donnes du client Monte en comptence sur le produit SmartClient ; Ralisation des workflows et des dveloppements ; Rdaction des cahiers de recette et prparation des Data de tests ; Recette interne ; Rapport de tests.,800,12548457
,ING3,2014/2015,INTERACTIVE NETWORK TECHNOLOGIES (INT),64053,PAU CEDEX 9,FRANCE,"Implmentation d'une fonctionnalit de rendu distribu au sein d'une librairie de rendu 3D base sur OpenGL. Analyse de librairies existantes implmentant une fonctionnalit de rendu distribu. Etude de l'intgration des algorithmes de rendu distribu au sein des produits. Dveloppement d'une couche rseau permettant l'envoi de commandes OpenGL  travers un protocole  dfinir. Dveloppement d'une couche rseau permettant la rception de commandes OpenGL  travers un protocole  dfinir. Elaboration d'un client de rendu distribu en Java. Faire un bilan des rsultats obtenus : bilan fonctionnel, analyse des performances, proposition de pistes pour aller plus loin.",1000,63204261
,ING3,2014/2015,ATOS - PAU,64053,PAU CEDEX 9,FRANCE,"Intgration dans l'quipe projet du SIG VigieWeb 2. Mise en place de plateformes sur site Atos, installation des produits, changement des donnes du client, monte en comptence sur le produit SmartClient. Ralisation des Workflows et des dveloppements (JavaScripts, Java, Ajax), rdaction des cahiers de recette et prparation des Data de tests, recette interne, rapport de tests.",1000,50431749
,ING1,2014/2015,SYCOMORE ASSET MANAGEMENT,75008,PARIS,FRANCE,"Assistant Risk Management. Assistance dans des missions: - Contrle et analyse des fonds grs par Sycomore AM, - Analyse de performance, - Production de reportings, - Etudes et prparation pour prsentations.",800,81243588
,ING2,2014/2015,ERI BANCAIRE PARIS,75008,PARIS,FRANCE,"Prendre connaissance et participer aux activits de dveloppement du progiciel OLYMPIC Banking System au sein de l'quipe JAVA. Prise de connaissance de la documentation concernant OLYMPIC Banking System et de l'organisation de la socit, dcouverte de l'environnement de dveloppement et du paramtrage ncessaire: ECLIPSE, LINUX, ORACLE, MOCROFOCUS. Le stagiaire pourra ensuite prendre en charge des corrections/dveloppements en langage JAVA, XML. Le stagiaire pourrait tre galement amen  utiliser des implmentations de spcifications JAVA: SOAP, JSF, JMS.",526,55573814
,ING2,2014/2015,STAR CAPITAL,75008,PARIS,FRANCE,"Analyste Prospection. - Prospection, - Recherche d'informations sectorielles, - Analyse financire",675,87459261
,ING3,2014/2015,BEIJAFLORE,75016,PARIS,FRANCE,"Consultant Stagiaire - Risque et Scurit. Mission confie au stagiaire: - Participation aux analyses de march, analyse de compte, sujet d'tudes, - Rdaction des dossiers d'analyse, des fiches, des points de vue, - Participation aux rponses  appels d'offres, - Animation d'une veille technologique et concurrentielle, - Participation  la ralisation des missions et  la satisfaction des clients.",1200,26800233
,ING3,2014/2015,BEIJAFLORE,75016,PARIS,FRANCE,"Assistance  Matrise d'Ouvrage Tlcoms & Mdias. - Participation aux analyses de march, analyses de compte, sujets d'tudes. - Rdaction des dossiers d'analyse, des fiches, des points de vue. - Participation aux rponses  appels d'offres, - Animation d'une veille technologique et concurrentielle. - Participation  la ralisation des missions de matrise d'ouvrage et gestion de projet SI pour les clients Tlcoms & Mdias et  la satisfaction de ces clients.",1200,27542452
,ING3,2014/2015,BEIJAFLORE,75016,PARIS,FRANCE,"Consultant Stagiaire Services & Industries: Encadr par un manager et en collaboration directe avec les consultants en mission, le stagiaire contribue  la cration, l'amlioration et  l'efficacit des offres de conseil Beijaflore.",1200,14828829
,ING3,2014/2015,BEIJAFLORE,75016,PARIS,FRANCE,CDI. Consultant,0,45738081
,ING3,2014/2015,GROUPE AVISIA CAPMARKET,75016,PARIS,FRANCE,"Mise en uvre et dveloppement d'une dmarche analyste (segmentation + score) dans un environnement Big Data (sous Hadoop) rconciliant des donnes online (site web) et offline (transactionnel, CRM)",1000,41880595
,ADEO2,2014/2015,BUSINESS & DECISION,75017,PARIS,FRANCE,"Conception d'un systme de rapprochement des donnes factuelles (transactionnelles) et de donnes incertaines (issues du marketing digital). Ce qui distingue les donnes issues du marketing digital de celles issues des environnements de gestion est avant tout l'exactitude et la prcision de l'information. Si le montant d'une vente issue d'une facture est une donne factuelle et incontestable, pour autant, les donnes issues du comportement client faisant suite aux diffrentes campagnes marketing sur les canaux digitaux le sont beaucoup moins. Par exemple, que dire d'un ""LIKE"" sur Facebook ou d'un clic sur une campagne promotionnelle (incertitude de Qui a cliqu). L'objet de la recherche proposera donc des moyens de valorisation des donnes issues des canaux digitaux en autorisant leur rapprochement avec les donnes de Gestion.",1200,51256960
,ING1,2014/2015,OFI ASSET MANAGEMENT,75017,PARIS,FRANCE,Mise  jour de l'infrastructure rseau et ajout de mtrique de supervision. Exploitation du SI d'OFI et monte de version des composants. Gestion des incidents. Ajout des mtriques de supervision pour les nouveaux quipements reus (serveur/stockage). Mise en place d'un outil de packetage linux,1457.51,90751080
,ING1,2014/2015,BUSINESS & DECISION,75017,PARIS,FRANCE,"Dveloppement d'une application Android, interface utilisateur et gestion rseau, dont le pendant cas existe dj et se nomme linkey. Valrian initiera donc le dveloppement de cette mission et devrait la terminer durant son stage, vu l'estimation de change que nous avons effectue. Cette application est un programme collaboratif sur un protocole de communication entre 1 tablette ""matre"" et plusieurs tablettes ""joueurs"".",900,5123224
